,Year,Region,Suburb,Median
11563,2019,Inner Eastern Melbourne,mount waverley,520.0
11567,2019,Southern Melbourne,bentleigh,510.0
11568,2019,Southern Melbourne,brighton,665.0
11569,2019,Southern Melbourne,brighton east,700.0
11570,2019,Southern Melbourne,carnegie,435.0
11571,2019,Southern Melbourne,caulfield,475.0
11572,2019,Southern Melbourne,cheltenham,470.0
11573,2019,Southern Melbourne,elsternwick,450.0
11575,2019,Southern Melbourne,malvern,495.0
11576,2019,Southern Melbourne,malvern east,460.0
11579,2019,Outer Western Melbourne,altona,400.0
11580,2019,Outer Western Melbourne,footscray,390.0
11582,2019,Outer Western Melbourne,melton,340.0
11585,2019,Outer Western Melbourne,sunshine,360.0
11586,2019,Outer Western Melbourne,sydenham,400.0
11588,2019,Outer Western Melbourne,west footscray,400.0
11589,2019,Outer Western Melbourne,williamstown,530.0
11592,2019,North Western Melbourne,brunswick,480.0
11594,2019,North Western Melbourne,craigieburn,390.0
11595,2019,North Western Melbourne,brunswick,463.0
11596,2019,North Western Melbourne,essendon,415.0
11598,2019,North Western Melbourne,keilor,420.0
11602,2019,North Western Melbourne,sunbury,380.0
11603,2019,North Western Melbourne,brunswick west,390.0
11610,2019,North Eastern Melbourne,northcote,500.0
11611,2019,North Eastern Melbourne,preston,430.0
11612,2019,North Eastern Melbourne,reservoir,380.0
11614,2019,North Eastern Melbourne,thornbury,420.0
11615,2019,North Eastern Melbourne,whittlesea,390.0
11616,2019,Outer Eastern Melbourne,bayswater,390.0
11617,2019,Outer Eastern Melbourne,boronia,390.0
11619,2019,Outer Eastern Melbourne,ferntree gully,410.0
11620,2019,Outer Eastern Melbourne,ringwood,400.0
11621,2019,Outer Eastern Melbourne,rowville,450.0
11624,2019,South Eastern Melbourne,berwick,395.0
11625,2019,South Eastern Melbourne,cranbourne,385.0
11626,2019,South Eastern Melbourne,dandenong,350.0
11629,2019,South Eastern Melbourne,noble park,360.0
11630,2019,South Eastern Melbourne,pakenham,355.0
11631,2019,South Eastern Melbourne,springvale,400.0
11633,2019,Mornington Peninsula,frankston,365.0
11638,2019,Geelong,corio,295.0
11641,2019,Geelong,lara,390.0
11642,2019,Geelong,newtown,380.0
11643,2019,Geelong,north geelong,350.0
11644,2019,Ballarat,ballarat east,313.0
11648,2019,Bendigo,bendigo,320.0
11651,2019,Bendigo,north bendigo,305.0
11652,2019,Other Regional Centres,bairnsdale,300.0
11653,2019,Other Regional Centres,benalla,300.0
11654,2019,Other Regional Centres,castlemaine,340.0
11655,2019,Other Regional Centres,echuca,328.0
11656,2019,Other Regional Centres,hamilton,268.0
11657,2019,Other Regional Centres,horsham,275.0
11658,2019,Other Regional Centres,mildura,310.0
11660,2019,Other Regional Centres,morwell,230.0
11662,2019,Other Regional Centres,portland,280.0
11664,2019,Other Regional Centres,seymour,290.0
11665,2019,Other Regional Centres,shepparton,290.0
11666,2019,Other Regional Centres,swan hill,260.0
11667,2019,Other Regional Centres,torquay,500.0
11668,2019,Other Regional Centres,traralgon,295.0
11669,2019,Other Regional Centres,wangaratta,290.0
11670,2019,Other Regional Centres,warragul,348.0
11671,2019,Other Regional Centres,warrnambool,330.0
11672,2019,Other Regional Centres,wodonga,325.0
12112,2020,Inner Melbourne,armadale,495.0
12113,2020,Inner Melbourne,carlton north,590.0
12117,2020,Inner Melbourne,docklands,460.0
12118,2020,Inner Melbourne,east melbourne,495.0
12119,2020,Inner Melbourne,st kilda,410.0
12120,2020,Inner Melbourne,elwood,440.0
12121,2020,Inner Melbourne,fitzroy,550.0
12125,2020,Inner Melbourne,port melbourne,590.0
12128,2020,Inner Melbourne,south melbourne,490.0
12129,2020,Inner Melbourne,south yarra,435.0
12130,2020,Inner Melbourne,southbank,430.0
12131,2020,Inner Melbourne,st kilda,400.0
12132,2020,Inner Melbourne,toorak,520.0
12133,2020,Inner Eastern Melbourne,balwyn,550.0
12134,2020,Inner Eastern Melbourne,blackburn,430.0
12135,2020,Inner Eastern Melbourne,box hill,420.0
12141,2020,Inner Eastern Melbourne,clayton,410.0
12143,2020,Inner Eastern Melbourne,hawthorn east,420.0
12145,2020,Inner Eastern Melbourne,hawthorn,400.0
12146,2020,Inner Eastern Melbourne,kew,500.0
12147,2020,Inner Eastern Melbourne,mount waverley,500.0
12151,2020,Southern Melbourne,bentleigh,495.0
12152,2020,Southern Melbourne,brighton,678.0
12153,2020,Southern Melbourne,brighton east,718.0
12154,2020,Southern Melbourne,carnegie,430.0
12155,2020,Southern Melbourne,caulfield,450.0
12156,2020,Southern Melbourne,cheltenham,470.0
12157,2020,Southern Melbourne,elsternwick,450.0
12159,2020,Southern Melbourne,malvern,470.0
12160,2020,Southern Melbourne,malvern east,420.0
12163,2020,Outer Western Melbourne,altona,400.0
12164,2020,Outer Western Melbourne,footscray,370.0
12166,2020,Outer Western Melbourne,melton,350.0
12169,2020,Outer Western Melbourne,sunshine,360.0
12170,2020,Outer Western Melbourne,sydenham,400.0
12172,2020,Outer Western Melbourne,west footscray,400.0
12173,2020,Outer Western Melbourne,williamstown,518.0
12176,2020,North Western Melbourne,brunswick,460.0
12178,2020,North Western Melbourne,craigieburn,390.0
12179,2020,North Western Melbourne,brunswick,425.0
12180,2020,North Western Melbourne,essendon,410.0
12182,2020,North Western Melbourne,keilor,410.0
12186,2020,North Western Melbourne,sunbury,380.0
12187,2020,North Western Melbourne,brunswick west,385.0
12194,2020,North Eastern Melbourne,northcote,500.0
12195,2020,North Eastern Melbourne,preston,420.0
12196,2020,North Eastern Melbourne,reservoir,385.0
12198,2020,North Eastern Melbourne,thornbury,420.0
12199,2020,North Eastern Melbourne,whittlesea,390.0
12200,2020,Outer Eastern Melbourne,bayswater,390.0
12201,2020,Outer Eastern Melbourne,boronia,395.0
12203,2020,Outer Eastern Melbourne,ferntree gully,420.0
12204,2020,Outer Eastern Melbourne,ringwood,415.0
12205,2020,Outer Eastern Melbourne,rowville,460.0
12208,2020,South Eastern Melbourne,berwick,400.0
12209,2020,South Eastern Melbourne,cranbourne,395.0
12210,2020,South Eastern Melbourne,dandenong,350.0
12213,2020,South Eastern Melbourne,noble park,360.0
12214,2020,South Eastern Melbourne,pakenham,360.0
12215,2020,South Eastern Melbourne,springvale,391.0
12217,2020,Mornington Peninsula,frankston,375.0
12222,2020,Geelong,corio,300.0
12225,2020,Geelong,lara,400.0
12226,2020,Geelong,newtown,393.0
12227,2020,Geelong,north geelong,360.0
12228,2020,Ballarat,ballarat east,320.0
12232,2020,Bendigo,bendigo,340.0
12235,2020,Bendigo,north bendigo,330.0
12236,2020,Other Regional Centres,bairnsdale,310.0
12237,2020,Other Regional Centres,benalla,310.0
12238,2020,Other Regional Centres,castlemaine,350.0
12239,2020,Other Regional Centres,echuca,350.0
12240,2020,Other Regional Centres,hamilton,273.0
12241,2020,Other Regional Centres,horsham,285.0
12242,2020,Other Regional Centres,mildura,320.0
12244,2020,Other Regional Centres,morwell,230.0
12246,2020,Other Regional Centres,portland,310.0
12248,2020,Other Regional Centres,seymour,300.0
12249,2020,Other Regional Centres,shepparton,300.0
12250,2020,Other Regional Centres,swan hill,280.0
12251,2020,Other Regional Centres,torquay,510.0
12252,2020,Other Regional Centres,traralgon,320.0
12253,2020,Other Regional Centres,wangaratta,310.0
12254,2020,Other Regional Centres,warragul,380.0
12255,2020,Other Regional Centres,warrnambool,350.0
12256,2020,Other Regional Centres,wodonga,330.0
12247,2020,Other Regional Centres,maffra,310.0
12247,2020,Other Regional Centres,sale,310.0
12245,2020,Other Regional Centres,barwon heads,435.0
12245,2020,Other Regional Centres,ocean grove,435.0
12243,2020,Other Regional Centres,newborough,250.0
12243,2020,Other Regional Centres,moe,250.0
12234,2020,Bendigo,kangaroo flat,330.0
12234,2020,Bendigo,golden square,330.0
12233,2020,Bendigo,bendigo,320.0
12233,2020,Bendigo,flora hill,320.0
12231,2020,Ballarat,alfredton,350.0
12231,2020,Ballarat,wendouree,350.0
12230,2020,Ballarat,delacombe,320.0
12230,2020,Ballarat,sebastopol,320.0
12229,2020,Ballarat,buninyong,350.0
12229,2020,Ballarat,mount clear,350.0
12224,2020,Geelong,geelong west,365.0
12224,2020,Geelong,herne hill,365.0
12223,2020,Geelong,newcomb,360.0
12223,2020,Geelong,geelong,360.0
12221,2020,Geelong,grovedale,390.0
12221,2020,Geelong,belmont,390.0
12220,2020,Mornington Peninsula,carrum downs,380.0
12220,2020,Mornington Peninsula,seaford,380.0
12219,2020,Mornington Peninsula,mount martha,508.0
12219,2020,Mornington Peninsula,mornington,508.0
12219,2020,Mornington Peninsula,mount eliza,508.0
12218,2020,Mornington Peninsula,flinders,420.0
12218,2020,Mornington Peninsula,hastings,420.0
12216,2020,Mornington Peninsula,portsea,400.0
12216,2020,Mornington Peninsula,dromana,400.0
12212,2020,South Eastern Melbourne,hampton park,380.0
12212,2020,South Eastern Melbourne,narre warren,380.0
12211,2020,South Eastern Melbourne,endeavour hills,360.0
12211,2020,South Eastern Melbourne,dandenong north,360.0
12206,2020,Outer Eastern Melbourne,scoresby,445.0
12206,2020,Outer Eastern Melbourne,wantirna,445.0
12202,2020,Outer Eastern Melbourne,lilydale,420.0
12202,2020,Outer Eastern Melbourne,croydon,420.0
12197,2020,North Eastern Melbourne,lalor,360.0
12197,2020,North Eastern Melbourne,thomastown,360.0
12193,2020,North Eastern Melbourne,epping,380.0
12193,2020,North Eastern Melbourne,mill park,380.0
12192,2020,North Eastern Melbourne,ivanhoe east,470.0
12192,2020,North Eastern Melbourne,ivanhoe,470.0
12191,2020,North Eastern Melbourne,heidelberg west,420.0
12191,2020,North Eastern Melbourne,heidelberg,420.0
12190,2020,North Eastern Melbourne,alphington,420.0
12190,2020,North Eastern Melbourne,fairfield,420.0
12189,2020,North Eastern Melbourne,montmorency,465.0
12189,2020,North Eastern Melbourne,research,465.0
12189,2020,North Eastern Melbourne,eltham,465.0
12188,2020,North Eastern Melbourne,hurstbridge,400.0
12188,2020,North Eastern Melbourne,greensborough,400.0
12188,2020,North Eastern Melbourne,bundoora,400.0
12185,2020,North Western Melbourne,coburg north,420.0
12185,2020,North Western Melbourne,pascoe vale,420.0
12184,2020,North Western Melbourne,fawkner,400.0
12184,2020,North Western Melbourne,glenroy,400.0
12184,2020,North Western Melbourne,oak park,400.0
12183,2020,North Western Melbourne,ascot vale,425.0
12183,2020,North Western Melbourne,moonee ponds,425.0
12181,2020,North Western Melbourne,tullamarine,390.0
12181,2020,North Western Melbourne,gladstone park,390.0
12177,2020,North Western Melbourne,pascoe vale south,460.0
12177,2020,North Western Melbourne,coburg,460.0
12175,2020,North Western Melbourne,roxburgh park,370.0
12175,2020,North Western Melbourne,broadmeadows,370.0
12174,2020,Outer Western Melbourne,seddon,485.0
12174,2020,Outer Western Melbourne,yarraville,485.0
12171,2020,Outer Western Melbourne,hoppers crossing,365.0
12171,2020,Outer Western Melbourne,werribee,365.0
12168,2020,Outer Western Melbourne,deer park,355.0
12168,2020,Outer Western Melbourne,st albans,355.0
12167,2020,Outer Western Melbourne,spotswood,500.0
12167,2020,Outer Western Melbourne,newport,500.0
12165,2020,Outer Western Melbourne,avondale heights,420.0
12165,2020,Outer Western Melbourne,keilor east,420.0
12162,2020,Southern Melbourne,hughesdale,425.0
12162,2020,Southern Melbourne,murrumbeena,425.0
12161,2020,Southern Melbourne,mordialloc,435.0
12161,2020,Southern Melbourne,parkdale,435.0
12161,2020,Southern Melbourne,mentone,435.0
12158,2020,Southern Melbourne,beaumaris,588.0
12158,2020,Southern Melbourne,hampton,588.0
12150,2020,Southern Melbourne,carrum,450.0
12150,2020,Southern Melbourne,chelsea,450.0
12150,2020,Southern Melbourne,aspendale,450.0
12149,2020,Inner Eastern Melbourne,burwood east,460.0
12149,2020,Inner Eastern Melbourne,forest hill,460.0
12149,2020,Inner Eastern Melbourne,vermont,460.0
12148,2020,Inner Eastern Melbourne,mitcham,420.0
12148,2020,Inner Eastern Melbourne,nunawading,420.0
12144,2020,Inner Eastern Melbourne,mulgrave,495.0
12144,2020,Inner Eastern Melbourne,glen waverley,495.0
12142,2020,Inner Eastern Melbourne,donvale,490.0
12142,2020,Inner Eastern Melbourne,doncaster east,490.0
12140,2020,Inner Eastern Melbourne,oakleigh,450.0
12140,2020,Inner Eastern Melbourne,chadstone,450.0
12139,2020,Inner Eastern Melbourne,mont albert,500.0
12139,2020,Inner Eastern Melbourne,surrey hills,500.0
12139,2020,Inner Eastern Melbourne,canterbury,500.0
12138,2020,Inner Eastern Melbourne,glen iris,490.0
12138,2020,Inner Eastern Melbourne,camberwell,490.0
12137,2020,Inner Eastern Melbourne,ashburton,450.0
12137,2020,Inner Eastern Melbourne,burwood,450.0
12136,2020,Inner Eastern Melbourne,doncaster,480.0
12136,2020,Inner Eastern Melbourne,templestowe,480.0
12136,2020,Inner Eastern Melbourne,bulleen,480.0
12127,2020,Inner Melbourne,burnley,500.0
12127,2020,Inner Melbourne,richmond,500.0
12126,2020,Inner Melbourne,windsor,430.0
12126,2020,Inner Melbourne,prahran,430.0
12124,2020,Inner Melbourne,west melbourne,420.0
12124,2020,Inner Melbourne,north melbourne,420.0
12123,2020,Inner Melbourne,kensington,435.0
12123,2020,Inner Melbourne,flemington,435.0
12122,2020,Inner Melbourne,clifton hill,550.0
12122,2020,Inner Melbourne,fitzroy north,550.0
12116,2020,Inner Melbourne,abbotsford,460.0
12116,2020,Inner Melbourne,collingwood,460.0
12114,2020,Inner Melbourne,parkville,395.0
12114,2020,Inner Melbourne,carlton,395.0
12111,2020,Inner Melbourne,st kilda west,550.0
12111,2020,Inner Melbourne,middle park,550.0
12111,2020,Inner Melbourne,albert park,550.0
11663,2019,Other Regional Centres,maffra,290.0
11663,2019,Other Regional Centres,sale,290.0
11661,2019,Other Regional Centres,barwon heads,430.0
11661,2019,Other Regional Centres,ocean grove,430.0
11659,2019,Other Regional Centres,newborough,230.0
11659,2019,Other Regional Centres,moe,230.0
11650,2019,Bendigo,kangaroo flat,310.0
11650,2019,Bendigo,golden square,310.0
11649,2019,Bendigo,bendigo,300.0
11649,2019,Bendigo,flora hill,300.0
11647,2019,Ballarat,alfredton,330.0
11647,2019,Ballarat,wendouree,330.0
11646,2019,Ballarat,delacombe,300.0
11646,2019,Ballarat,sebastopol,300.0
11645,2019,Ballarat,buninyong,350.0
11645,2019,Ballarat,mount clear,350.0
11640,2019,Geelong,geelong west,360.0
11640,2019,Geelong,herne hill,360.0
11639,2019,Geelong,newcomb,350.0
11639,2019,Geelong,geelong,350.0
11637,2019,Geelong,grovedale,380.0
11637,2019,Geelong,belmont,380.0
11636,2019,Mornington Peninsula,carrum downs,370.0
11636,2019,Mornington Peninsula,seaford,370.0
11635,2019,Mornington Peninsula,mount martha,480.0
11635,2019,Mornington Peninsula,mornington,480.0
11635,2019,Mornington Peninsula,mount eliza,480.0
11634,2019,Mornington Peninsula,flinders,395.0
11634,2019,Mornington Peninsula,hastings,395.0
11632,2019,Mornington Peninsula,portsea,380.0
11632,2019,Mornington Peninsula,dromana,380.0
11628,2019,South Eastern Melbourne,hampton park,380.0
11628,2019,South Eastern Melbourne,narre warren,380.0
11627,2019,South Eastern Melbourne,endeavour hills,360.0
11627,2019,South Eastern Melbourne,dandenong north,360.0
11622,2019,Outer Eastern Melbourne,scoresby,440.0
11622,2019,Outer Eastern Melbourne,wantirna,440.0
11618,2019,Outer Eastern Melbourne,lilydale,410.0
11618,2019,Outer Eastern Melbourne,croydon,410.0
11613,2019,North Eastern Melbourne,lalor,360.0
11613,2019,North Eastern Melbourne,thomastown,360.0
11609,2019,North Eastern Melbourne,epping,375.0
11609,2019,North Eastern Melbourne,mill park,375.0
11608,2019,North Eastern Melbourne,ivanhoe east,460.0
11608,2019,North Eastern Melbourne,ivanhoe,460.0
11607,2019,North Eastern Melbourne,heidelberg west,420.0
11607,2019,North Eastern Melbourne,heidelberg,420.0
11606,2019,North Eastern Melbourne,alphington,460.0
11606,2019,North Eastern Melbourne,fairfield,460.0
11605,2019,North Eastern Melbourne,montmorency,450.0
11605,2019,North Eastern Melbourne,research,450.0
11605,2019,North Eastern Melbourne,eltham,450.0
11604,2019,North Eastern Melbourne,hurstbridge,400.0
11604,2019,North Eastern Melbourne,greensborough,400.0
11604,2019,North Eastern Melbourne,bundoora,400.0
11601,2019,North Western Melbourne,coburg north,420.0
11601,2019,North Western Melbourne,pascoe vale,420.0
11600,2019,North Western Melbourne,fawkner,400.0
11600,2019,North Western Melbourne,glenroy,400.0
11600,2019,North Western Melbourne,oak park,400.0
11599,2019,North Western Melbourne,ascot vale,450.0
11599,2019,North Western Melbourne,moonee ponds,450.0
11597,2019,North Western Melbourne,tullamarine,390.0
11597,2019,North Western Melbourne,gladstone park,390.0
11593,2019,North Western Melbourne,pascoe vale south,450.0
11593,2019,North Western Melbourne,coburg,450.0
11591,2019,North Western Melbourne,roxburgh park,370.0
11591,2019,North Western Melbourne,broadmeadows,370.0
11590,2019,Outer Western Melbourne,seddon,490.0
11590,2019,Outer Western Melbourne,yarraville,490.0
11587,2019,Outer Western Melbourne,hoppers crossing,370.0
11587,2019,Outer Western Melbourne,werribee,370.0
11584,2019,Outer Western Melbourne,deer park,360.0
11584,2019,Outer Western Melbourne,st albans,360.0
11583,2019,Outer Western Melbourne,spotswood,495.0
11583,2019,Outer Western Melbourne,newport,495.0
11581,2019,Outer Western Melbourne,avondale heights,420.0
11581,2019,Outer Western Melbourne,keilor east,420.0
11578,2019,Southern Melbourne,hughesdale,435.0
11578,2019,Southern Melbourne,murrumbeena,435.0
11577,2019,Southern Melbourne,mordialloc,430.0
11577,2019,Southern Melbourne,parkdale,430.0
11577,2019,Southern Melbourne,mentone,430.0
11574,2019,Southern Melbourne,beaumaris,580.0
11574,2019,Southern Melbourne,hampton,580.0
11566,2019,Southern Melbourne,carrum,438.0
11566,2019,Southern Melbourne,chelsea,438.0
11566,2019,Southern Melbourne,aspendale,438.0
11565,2019,Inner Eastern Melbourne,burwood east,460.0
11565,2019,Inner Eastern Melbourne,forest hill,460.0
11565,2019,Inner Eastern Melbourne,vermont,460.0
11564,2019,Inner Eastern Melbourne,mitcham,420.0
11564,2019,Inner Eastern Melbourne,nunawading,420.0
11560,2019,Inner Eastern Melbourne,mulgrave,500.0
11560,2019,Inner Eastern Melbourne,glen waverley,500.0
11558,2019,Inner Eastern Melbourne,donvale,500.0
11558,2019,Inner Eastern Melbourne,doncaster east,500.0
11556,2019,Inner Eastern Melbourne,oakleigh,460.0
11556,2019,Inner Eastern Melbourne,chadstone,460.0
11555,2019,Inner Eastern Melbourne,mont albert,520.0
11555,2019,Inner Eastern Melbourne,surrey hills,520.0
11555,2019,Inner Eastern Melbourne,canterbury,520.0
