,School_Name,Address_Line_1,Address_Town,Address_Postcode,LGA_ID,LGA_Name,X,Y
260,Murtoa College,Webb Street,Murtoa,3390,763,Yarriambiack (S),142.475745,-36.623495
261,Big Hill Primary School,5644 Calder Highway,Big Hill,3555,262,Greater Bendigo (C),144.24247,-36.830583
262,Clunes Primary School,Canterbury Street,Clunes,3370,291,Hepburn (S),143.7921149,-37.2907506
263,Marnoo Primary School,80 Newall Street,Marnoo,3387,581,Northern Grampians (S),142.870353,-36.676853
264,Beechworth Primary School,17 Junction Road,Beechworth,3747,335,Indigo (S),146.693567,-36.355433
265,Ardmona Primary School,580 Turnbull Road,Ardmona,3629,283,Greater Shepparton (C),145.313066,-36.385458
266,Kilmore Primary School,35 Lancefield Road,Kilmore,3764,485,Mitchell (S),144.947521,-37.295768
267,Macarthur Primary School,23 Russell Street,Macarthur,3286,549,Moyne (S),142.001473,-38.030878
268,Barwon Heads Primary School,Golf Links Road,Barwon Heads,3227,275,Greater Geelong (C),144.487039,-38.281189
269,Keilor Primary School,25 Kennedy Street,Keilor,3036,118,Brimbank (C),144.835704,-37.716896
270,Dunolly Primary School,8 Elgin Street,Dunolly,3472,167,Central Goldfields (S),143.733581,-36.851552
271,Springhurst Primary School,121 Anzac Road,Springhurst,3682,670,Wangaratta (RC),146.468103,-36.184673
272,Trentham District Primary School,8 Bridge Street,Trentham,3458,291,Hepburn (S),144.3280953,-37.38796656
273,Warrenheip Primary School,93 Warrenheip Road,Warrenheip,3352,57,Ballarat (C),143.927428,-37.574097
274,Maiden Gully Primary School,10 Carolyn Way,Maiden Gully,3551,262,Greater Bendigo (C),144.209702,-36.744193
275,Rupanyup Primary School,22 Dyer Street,Rupanyup,3388,763,Yarriambiack (S),142.628612,-36.632224
276,Goornong Primary School,26 Grant Street,Goornong,3557,262,Greater Bendigo (C),144.504683,-36.616997
277,Oakleigh Primary School,20 Warrigal Road,Oakleigh,3166,497,Monash (C),145.088615,-37.894474
278,Ceres Primary School,605 Barrabool Road,Ceres,3221,275,Greater Geelong (C),144.266732,-38.173549
279,Malvern Central School,Spring Road,Malvern,3144,635,Stonnington (C),145.034401,-37.856009
280,Daylesford Primary School,102-128 Vincent Street,Daylesford,3460,291,Hepburn (S),144.1415552,-37.34510484
281,Mooroopna North Primary School,835 Ardmona Road,Mooroopna,3629,283,Greater Shepparton (C),145.298488,-36.329139
282,Swan Reach Primary School,21 School Road,Swan Reach,3903,211,East Gippsland (S),147.864786,-37.821077
283,Amphitheatre Primary School,16 School Road,Amphitheatre,3468,599,Pyrenees (S),143.399236,-37.184128
284,Deans Marsh Primary School,30 Deans Marsh-Lorne Road,Deans Marsh,3235,649,Surf Coast (S),143.8857511,-38.39987507
285,Drysdale Primary School,52-66 Clifton Springs Rd,Drysdale,3222,275,Greater Geelong (C),144.571747,-38.169163
286,St Arnaud Primary School,Charlton Road,St Arnaud,3478,581,Northern Grampians (S),143.257542,-36.6102
287,Nullawarre and District Primary School,132 Henry's Sawmill Road,Nullawarre,3268,549,Moyne (S),142.734429,-38.466755
288,Macedon Primary School,67 Smith Street,Macedon,3440,413,Macedon Ranges (S),144.5626788,-37.41869064
289,Arthurs Creek Primary School,900 Arthurs Creek Road,Arthurs Creek,3099,571,Nillumbik (S),145.2025016,-37.57900478
290,Rye Primary School,Lyons St,Rye,3941,534,Mornington Peninsula (S),144.823824,-38.373116
291,Buxton Primary School,2208 Maroondah Highway,Buxton,3711,562,Murrindindi (S),145.709051,-37.421398
292,Moonambel Primary School,24 Humffray Street,Moonambel,3478,599,Pyrenees (S),143.320743,-36.989858
293,Baringhup Primary School,Mitchell Street,Baringhup,3463,543,Mount Alexander (S),143.967824,-36.977004
294,Longford Primary School,6380 South Gippsland Highway,Longford,3851,681,Wellington (S),147.088411,-38.169564
295,Harkaway Primary School,65-67 King Road,Harkaway,3806,161,Casey (C),145.345173,-38.00085317
296,Balnarring Primary School,1 Civic Court,Balnarring,3926,534,Mornington Peninsula (S),145.122824,-38.376723
297,Carraragarmungee Primary School,1005 Wangaratta-Eldorado Road,Londrigan,3678,670,Wangaratta (RC),146.460861,-36.328898
298,Euroa Primary School,Clifton Street,Euroa,3666,643,Strathbogie (S),145.572076,-36.755962
299,Pyramid Hill College,101 Kelly Street,Pyramid Hill,3575,394,Loddon (S),144.113679,-36.04736
300,Shepparton East Primary School,15 School Road,Shepparton East,3631,283,Greater Shepparton (C),145.479249,-36.399933
301,Nicholson Primary School,Princes Highway,Nicholson,3882,211,East Gippsland (S),147.747912,-37.815776
302,Kialla West Primary School,7370 Goulburn Valley Highway,Kialla West,3631,283,Greater Shepparton (C),145.389455,-36.466006
303,Miners Rest Primary School,Dundas Street,Miners Rest,3352,57,Ballarat (C),143.795164,-37.477677
304,Glenrowan Primary School,40 Beaconsfield Parade,Glenrowan,3675,670,Wangaratta (RC),146.222337,-36.460189
305,Warrnambool Primary School,Jamieson Street,Warrnambool,3280,673,Warrnambool (C),142.482572,-38.377278
306,Devenish Primary School,76 Main Road,Devenish,3726,101,Benalla (RC),145.894335,-36.32654
307,Undera Primary School,45-55 Anderson Street,Undera,3629,283,Greater Shepparton (C),145.21893,-36.276362
308,Dederang Primary School,4364 Kiewa Valley Highway,Dederang,3691,11,Alpine (S),147.015314,-36.469255
309,Eppalock Primary School,149 Patons Road,Axe Creek,3551,262,Greater Bendigo (C),144.387727,-36.841773
310,Silvan Primary School,269 Monbulk Road,Silvan,3795,745,Yarra Ranges (S),145.42132,-37.824597
311,Wendouree Primary School,1224 Howitt Street,Wendouree,3355,57,Ballarat (C),143.828156,-37.539275
312,Lancaster Primary School,8 Weller Road,Lancaster,3620,137,Campaspe (S),145.132822,-36.31325
313,Raywood Primary School,18-22 Sandhurst Street,Raywood,3570,262,Greater Bendigo (C),144.204801,-36.53947
314,Drummond Primary School,9 Lauriston Road,Drummond,3461,291,Hepburn (S),144.3301844,-37.23569513
315,Puckapunyal Primary School,Alamein Road,Puckapunyal,3662,485,Mitchell (S),145.033509,-37.00263
316,Landsborough Primary School,82 McKinlay Street,Landsborough,3384,599,Pyrenees (S),143.135913,-37.005861
317,Lysterfield Primary School,Bellfield Drive,Lysterfield,3156,367,Knox (C),145.276229,-37.911598
318,Winton Primary School,Fox Street,Winton,3673,101,Benalla (RC),146.081337,-36.51633
319,Merrigum Primary School,Judd Avenue,Merrigum,3618,283,Greater Shepparton (C),145.12966,-36.369324
320,Bethanga Primary School,5 Beardmore Street,Bethanga,3691,667,Towong (S),147.09576,-36.120643
321,Abbotsford Primary School,Lithgow Street,Abbotsford,3067,735,Yarra (C),144.998814,-37.808979
322,Newtown Primary School,Aberdeen Street,Newtown,3220,275,Greater Geelong (C),144.337199,-38.145768
323,Windsor Primary School,12 Hornby Street,Windsor,3181,635,Stonnington (C),144.995689,-37.857298
324,Narre Warren North Primary School,15-31 A'beckett Road,Narre  Warren  North,3804,161,Casey (C),145.316923,-37.978585
325,Buchan Primary School,4 Dalley Street,Buchan,3885,211,East Gippsland (S),148.180816,-37.497737
326,Anakie Primary School,2125-2135 Ballan Road,Anakie,3213,275,Greater Geelong (C),144.255106,-37.912666
327,Moolap Primary School,30 Wills Cres,Moolap,3221,275,Greater Geelong (C),144.424312,-38.170957
328,Footscray City Primary School,10 Hyde Street,Footscray,3011,433,Maribyrnong (C),144.900253,-37.8064
329,Newham Primary School,1271 Rochford Road,Newham,3442,413,Macedon Ranges (S),144.5947612,-37.31214501
330,Plenty Parklands Primary School,48 Blossom Park Drive,Mill Park,3082,707,Whittlesea (C),145.0769441,-37.6697252
331,White Hills Primary School,16 Plumridge Street,White Hills,3550,262,Greater Bendigo (C),144.304152,-36.727939
332,Mount Egerton Primary School,58 Church Street,Mount Egerton,3352,515,Moorabool (S),144.1021691,-37.6285209
333,Drouin Primary School,153-161 Princes Way,Drouin,3818,83,Baw Baw (S),145.853844,-38.132857
334,Wunghnu Primary School,Brunton Street,Wunghnu,3635,490,Moira (S),145.4306,-36.150659
335,Maroona Primary School,7431 Mortlake-ararat Road,Maroona,3377,26,Ararat (RC),142.858473,-37.432795
336,Jindivick Primary School,1080 Jacksons Track,Jindivick,3818,83,Baw Baw (S),145.901132,-38.027622
337,Talgarno Primary School,14 Talgarno School Lane,Talgarno,3691,667,Towong (S),147.159146,-36.065797
338,Bungaree Primary School,348 Bungaree-wallace Road,Bungaree,3352,515,Moorabool (S),144.0070955,-37.55759492
339,Little River Primary School,21 Flinders Street,Little River,3211,726,Wyndham (C),144.50037,-37.965013
340,Cowwarr Primary School,1- 11 Church Street,Cowwarr,3857,681,Wellington (S),146.698964,-38.013698
341,Morang South Primary School,77 Gorge Road,South Morang,3752,707,Whittlesea (C),145.0946659,-37.65286941
342,Camp Hill Primary School,50 Gaol Rd,Bendigo,3550,262,Greater Bendigo (C),144.278038,-36.755712
343,Pyalong Primary School,10-14 Bourke Street,Pyalong,3521,485,Mitchell (S),144.857094,-37.117236
344,Winchelsea Primary School,60 Main Street,Winchelsea,3241,649,Surf Coast (S),143.9842796,-38.24449281
345,Buln Buln Primary School,15 Old Sale Road,Buln Buln,3821,83,Baw Baw (S),145.938174,-38.099354
346,Macarthur Street Primary School,401 Macarthur Street,Soldiers Hill,3350,57,Ballarat (C),143.857486,-37.55114678
347,Elliminyt Primary School,135 Slater Street,Elliminyt,3249,175,Colac-Otway (S),143.583697,-38.361351
348,Mornington Primary School,Vale Street,Mornington,3931,534,Mornington Peninsula (S),145.043087,-38.221806
349,Hamilton North Primary School,34 - 50 Andrews Street,Hamilton,3300,626,Southern Grampians (S),141.995148,-37.726456
350,Mount Blowhard Primary School,527 Millers Road,Blowhard,3352,57,Ballarat (C),143.7864444,-37.42924282
351,Creswick North Primary School,93 Macs Street,Creswick,3363,291,Hepburn (S),143.8908198,-37.40883711
352,Black Hill Primary School,601 Chisholm Street,Ballarat,3350,57,Ballarat (C),143.869785,-37.549844
353,Brighton Beach Primary School,19 Windermere Crescent,Brighton,3186,91,Bayside (C),144.996107,-37.922105
354,Castlemaine North Primary School,270 Barker Street,Castlemaine,3450,543,Mount Alexander (S),144.218993,-37.057835
355,Yarrambat Primary School,552 Yan Yean Road,Yarrambat,3091,571,Nillumbik (S),145.133097,-37.641245
356,Casterton Primary School,14 - 24 Mc Pherson Street,Casterton,3311,241,Glenelg (S),141.405196,-37.586549
357,Nathalia Primary School,5 Bromley Street,Nathalia,3638,490,Moira (S),145.205888,-36.057524
358,Chilwell Primary School,313a Pakington Street,Newtown,3220,275,Greater Geelong (C),144.345381,-38.155114
359,Greensborough Primary School,130 Grimshaw Street,Greensborough,3088,66,Banyule (C),145.100496,-37.703569
360,Teesdale Primary School,Main Road,Teesdale,3328,249,Golden Plains (S),144.0545907,-38.02923075
361,Cranbourne Primary School,Bakewell Street,Cranbourne,3977,161,Casey (C),145.287849,-38.111863
362,Katamatite Primary School,4 - 6 Currajong Avenue,Katamatite,3649,490,Moira (S),145.685297,-36.077354
363,Buangor Primary School,26 School Road,Buangor,3375,26,Ararat (RC),143.175019,-37.364043
364,Leitchville Primary School,2-4 Hawken Street,Leitchville,3567,225,Gannawarra (S),144.302091,-35.909548
365,Whittlesea Primary School,2425-2435 Plenty Road,Whittlesea,3757,707,Whittlesea (C),145.1140469,-37.51426809
366,Little Bendigo Primary School,8 Monte Street,Nerrina,3350,57,Ballarat (C),143.8950582,-37.54290101
367,Newington Primary School,49 Inkerman Street,Ballarat,3350,57,Ballarat (C),143.8312189,-37.56601777
368,Warragul Primary School,44 Bowen Street,Warragul,3820,83,Baw Baw (S),145.928145,-38.156345
369,Kangaroo Ground Primary School,Cr Graham&Eltham-Yarra Glen Rd,Kangaroo Ground,3097,571,Nillumbik (S),145.214656,-37.691737
370,Traralgon South Primary School,13 - 19 Keith Morgan Drive,Traralgon South,3844,381,Latrobe (C),146.540146,-38.297258
371,Coleraine Primary School,124 Church Street,Coleraine,3315,626,Southern Grampians (S),141.684038,-37.601842
372,Lake Charm Primary School,1939 Murray Valley Highway,Lake Charm,3581,225,Gannawarra (S),143.800225,-35.606642
373,Ripplebrook Primary School,2260 Westernport Road,Ripplebrook,3818,83,Baw Baw (S),145.758488,-38.203495
374,Numurkah Primary School,12 Quinn Street,Numurkah,3636,490,Moira (S),145.444996,-36.09024
375,Moe (Albert Street) Primary School,40 Albert Street,Moe,3825,381,Latrobe (C),146.264349,-38.174709
376,Geelong South Primary School,200 Yarra Street,South Geelong,3220,275,Greater Geelong (C),144.358566,-38.156945
377,Bayswater Primary School,2 Birch Street,Bayswater,3153,367,Knox (C),145.259358,-37.843305
378,Minyip Primary School,21 Main Street,Minyip,3392,763,Yarriambiack (S),142.584105,-36.462714
379,Mulgrave Primary School,Gladeswood Drive,Mulgrave,3170,497,Monash (C),145.197367,-37.932946
380,Yarragon Primary School,65 Loch Street,Yarragon,3823,83,Baw Baw (S),146.0609594,-38.20937414
381,Tyers Primary School,Main Road,Tyers,3844,381,Latrobe (C),146.477545,-38.149113
382,Trafalgar Primary School,84 School Road,Trafalgar,3824,83,Baw Baw (S),146.15987,-38.214764
383,Kinglake Primary School,20 Mcmahons Rd,Kinglake,3763,562,Murrindindi (S),145.356638,-37.521567
384,Ellinbank Primary School,13 Community Place,Ellinbank,3821,83,Baw Baw (S),145.935631,-38.240233
385,Tambo Upper Primary School,890 Tambo Upper Road,Tambo Upper,3885,211,East Gippsland (S),147.845203,-37.766199
386,Baranduda Primary School,7 Verbena Street,Baranduda,3691,717,Wodonga (C),146.948115,-36.180533
387,Tungamah Primary School,15 -17 Tower Street,Tungamah,3728,490,Moira (S),145.879472,-36.161306
388,Bunyip Primary School,1290 Nar Nar Goon - Longwarry Road,Bunyip,3815,145,Cardinia (S),145.712509,-38.09884
389,Gunbower Primary School,School Road,Gunbower,3566,137,Campaspe (S),144.372318,-35.954628
390,Nar Nar Goon Primary School,27 Spencer Street,Nar Nar Goon,3812,145,Cardinia (S),145.574014,-38.082766
391,Toora Primary School,5 Harriet Street,Toora,3962,617,South Gippsland (S),146.327991,-38.663517
392,Montrose Primary School,17-21 Leith Road,Montrose,3765,745,Yarra Ranges (S),145.343691,-37.808098
393,Koondrook Primary School,9 Punt Road,Koondrook,3580,225,Gannawarra (S),144.129868,-35.634872
394,Katunga South Primary School,245 Hays Road,Katunga,3640,490,Moira (S),145.458941,-36.018383
395,Magpie Primary School,61 Docwra Street,Magpie,3352,57,Ballarat (C),143.843266,-37.615709
396,Tawonga Primary School,Kiewa Valley Highway,Tawonga,3697,11,Alpine (S),147.143253,-36.691398
397,Narracan Primary School,32 School Road,Narracan,3824,83,Baw Baw (S),146.231626,-38.261575
398,Drouin South Primary School,3061 Westernport Road,Drouin South,3818,83,Baw Baw (S),145.826818,-38.170566
399,Eskdale Primary School,3790 Omeo Highway,Eskdale,3701,667,Towong (S),147.251247,-36.465266
400,Darnum Primary School,6 Graham Street,Darnum,3822,83,Baw Baw (S),145.999698,-38.187727
401,Moorooduc Primary School,Cnr Derril Rd & Mornington Tyabb Rd,Moorooduc,3933,534,Mornington Peninsula (S),145.105166,-38.248085
402,The Basin Primary School,Cnr Liverpool Road & Mountain Highway,The Basin,3154,367,Knox (C),145.308425,-37.84951
403,Paynesville Primary School,31 - 47 Ashley Street,Paynesville,3880,211,East Gippsland (S),147.714701,-37.91128
404,Epsom Primary School,Howard Street,Epsom,3551,262,Greater Bendigo (C),144.312687,-36.70505
405,Kensington Primary School,62-74 McCracken Street,Kensington,3031,460,Melbourne (C),144.927615,-37.79267
406,Hazelwood North Primary School,121 Church Road,Hazelwood North,3840,381,Latrobe (C),146.44768,-38.26819
407,Mirboo North Primary School,Balook Street,Mirboo North,3871,617,South Gippsland (S),146.151092,-38.400492
408,Yinnar Primary School,30 Main Street,Yinnar,3869,381,Latrobe (C),146.328907,-38.321087
409,Neerim South Primary School,180 Main Neerim Road,Neerim South,3831,83,Baw Baw (S),145.955358,-38.01531
410,Ivanhoe Primary School,122 Waterdale Road,Ivanhoe,3079,66,Banyule (C),145.04298,-37.766573
411,Portarlington Primary School,100 Newcombe Street,Portarlington,3223,275,Greater Geelong (C),144.65498,-38.115522
412,Menzies Creek Primary School,12 School Road,Menzies Creek,3159,745,Yarra Ranges (S),145.394271,-37.917349
413,St Kilda Park Primary School,68 Fitzroy Street,St Kilda,3182,590,Port Phillip (C),144.977794,-37.858117
414,Labertouche Primary School,35 School Road,Labertouche,3816,83,Baw Baw (S),145.804945,-38.037672
415,Diggers Rest Primary School,Plumpton Road,Diggers Rest,3427,465,Melton (C),144.709232,-37.622632
416,Longwarry Primary School,5 McCrae Street,Longwarry,3816,83,Baw Baw (S),145.769135,-38.1141
417,Gembrook Primary School,50 Main Street,Gembrook,3783,145,Cardinia (S),145.545319,-37.951638
418,Wurruk Primary School,13 -19 Fisk Street,Wurruk,3850,681,Wellington (S),147.039947,-38.106803
419,Willow Grove Primary School,39-45 Moe-Willow Grove Road,Willow Grove,3825,83,Baw Baw (S),146.17734,-38.071392
420,Hoddles Creek Primary School,700 Gembrook-Launching Place Road,Hoddles Creek,3139,745,Yarra Ranges (S),145.5977536,-37.83173912
421,Beaconsfield Upper Primary School,40 Stoney Creek Road,BEACONSFIELD UPPER,3808,145,Cardinia (S),145.414758,-37.995404
422,Congupna Primary School,3580 Katamatite Road,Congupna,3633,283,Greater Shepparton (C),145.434275,-36.299866
423,Redesdale Mia Mia Primary School,31 School Road,Redesdale,3444,262,Greater Bendigo (C),144.530885,-37.019525
424,Malvern Primary School,17 Tooronga Road,Malvern East,3145,635,Stonnington (C),145.038458,-37.871592
425,Launching Place Primary School,Carter Street,Launching Place,3139,745,Yarra Ranges (S),145.5707669,-37.78250174
426,Carlton Gardens Primary School,215 Rathdowne Street,Carlton,3053,460,Melbourne (C),144.969512,-37.802047
427,Ascot Vale Primary School,Bank Street,Ascot Vale,3032,506,Moonee Valley (C),144.926119,-37.774322
428,Boolarra Primary School,Tarwin Street,Boolarra,3870,381,Latrobe (C),146.268869,-38.382873
429,Rosebud Primary School,Point Nepean Road,Rosebud,3939,534,Mornington Peninsula (S),144.908999,-38.355761
430,Koo Wee Rup Primary School,28-34 Moody Street,Koo Wee Rup,3981,145,Cardinia (S),145.492857,-38.194834
